service_approval_number, date_approval_granted, geocode_level, trading_name, provider_approval_number, state, postcode, conditions, legal_name, suburb, address, ogc_fid, longitude, latitude
null,"29 Dec 2011","Address",null,"PR-00001468","VIC",3199,null,"Delacombe Park Preschool Inc","FRANKSTON","29 OVERPORT ROAD ",3919,145.1248444,-38.1615528
null,"29 Dec 2011","Address",null,"PR-00003006","VIC",3058,null,"Newlands Primary School","COBURG","ELIZABETH STREET ",3920,144.9820074,-37.7378498
null,"11 Nov 2013","Address",null,"PR-40000999","VIC",3055,null,"Brunswick Montessori Children's House Inc","BRUNSWICK WEST","18A WALES STREET ",3933,144.9424596,-37.7567676
null,"29 Dec 2011","Address",null,"PR-00001857","VIC",3154,null,"The Basin Community House Inc","THE BASIN","The Basin Community House ",3937,145.3092133,-37.8508125
null,"29 Dec 2011","Address",null,"PR-00002681","VIC",3135,null,"Marlborough Primary School School Council","HEATHMONT EAST","HARDY CRESCENT ",3940,145.2327488,-37.8362675
null,"30 Apr 2013","Address","Excel Family Day Care","PR-40000530","VIC",3175,null,"EXCEL FAMILY DAY CARE PTY LTD","DANDENONG","UNIT 1A 1-11 BRYANTS ROAD",3943,145.2147392,-37.9941647
null,"29 Dec 2011","Address",null,"PR-00002788","VIC",3127,null,"Mont Albert Primary School","MONT ALBERT","BARLOA ROAD ",3955,145.1021621,-37.8148554
null,"29 Dec 2011","Address",null,"PR-00001989","VIC",3199,null,"Woodleigh School","FRANKSTON","3 MINIMBAH COURT ",3959,145.1134212,-38.1728665
null,"29 Dec 2011","Address",null,"PR-00002694","VIC",3095,null,"Glen Katherine Primary School Council","ELTHAM NORTH","CALENDONIA DRIVE ",3960,145.1395768,-37.6905734
null,"29 Dec 2011","Address",null,"PR-00002887","VIC",3067,null,"Abbotsford Primary School Council","ABBOTSFORD","LITHGOW STREET ",3961,144.9987112,-37.8081043
null,"29 Dec 2011","Address",null,"PR-00001732","VIC",3199,null,"Paratea Preschool Inc","FRANKSTON","PARATEA AVENUE ",3969,145.1287629,-38.1910652
null,"29 Dec 2011","Address",null,"PR-00002393","VIC",3089,null,"Sutherland Homes Pty Ltd","DIAMOND CREEK","SUITE 2A 14 YAN YEAN ROAD ",3974,145.1260444,-37.6764018
null,"29 Dec 2011","Address",null,"PR-00002303","VIC",3023,null,"Caroline Springs College","CAROLINE SPRINGS","Caroline Springs College",3977,144.7412654,-37.7315815
null,"29 Dec 2011","Address",null,"PR-00001625","VIC",3138,null,"Lancaster Preschool Inc","MOOROOLBARK","Lancaster Preschool ",3978,145.331666,-37.782589
null,"09 Jun 2015","Address","YASMIN EARLY CHILDHOOD SERVICES","PR-40001127","VIC",3031,null,"YASMIN EARLY CHILDHOOD SERVICES PTY. LTD.","FLEMINGTON","U 126  120 RACECOURSE RD ",3985,144.936947,-37.7884053
null,"29 Dec 2011","Address",null,"PR-00002200","VIC",3138,null,"Bimbadeen Preschool Inc","MOOROOLBARK","Bimbadeen Preschool ",3987,145.3252411,-37.7735511
null,"29 Dec 2011","Address",null,"PR-00002687","VIC",3031,null,"Kensington Primary School","KENSINGTON","MCCRACKEN STREET ",3991,144.9276991,-37.7917556
null,"29 Dec 2011","Address",null,"PR-00002945","VIC",3149,null,"Sussex Heights Primary School Council","MOUNT WAVERLEY","SOLOMON STREET ",3992,145.1111097,-37.8881325
null,"29 Dec 2011","Address",null,"PR-00001610","VIC",3128,null,"Kingswood College Ltd","BOX HILL","Kingswood College ",3997,145.1199097,-37.8323184
null,"29 Dec 2011","Address",null,"PR-00001707","VIC",3072,null,"Nara Community Child Care Centre Inc","PRESTON","77 ST GEORGES RD BUILDING L",3998,144.9986422,-37.740579
null,"29 Dec 2011","Address",null,"PR-00002306","VIC",3048,null,"Coolaroo South Primary School Council","COOLAROO","BUSHFIELD CRESCENT ",4000,144.9326295,-37.6618695
null,"29 Dec 2011","Address",null,"PR-00001788","VIC",3101,null,"Ruyton","KEW","RUYTON GIRLS SCHOOL 12 SELBOURNE RD",4002,145.0397377,-37.8111656
null,"02 Oct 2012","Address","Laverton Community Children's Centre","PR-00007901","VIC",3028,null,"Laverton Community Integrated Services Inc","LAVERTON","15 CROWN STREET ",4008,144.7680581,-37.8665879
null,"29 Dec 2011","Address",null,"PR-00001504","VIC",3095,null,"Eltham South Preschool Assoc Inc","ELTHAM","CNR FORDHAMS RD & METARY RD ",4011,145.1478257,-37.7287438
null,"29 Dec 2011","Address",null,"PR-00001961","VIC",3156,null,"Ferntree Gully 3 Year old Preschool Inc","FERNTREE GULLY","PRESCHOOL 278 WINDERMERE DR",4013,145.263778,-37.896177
null,"29 Dec 2011","Address",null,"PR-00002560","VIC",3081,null,"Malyun Atosh","HEIDELBERG WEST","Malyun Atosh",4015,145.047,-37.744
null,"29 Dec 2011","Address",null,"PR-00002108","VIC",3079,null,"Ivanhoe Grammar School","IVANHOE","THE RIDGEWAY ",4018,145.0439458,-37.773451
null,"29 Dec 2011","Address",null,"PR-00002851","VIC",3138,null,"Pembroke Primary School","MOOROOLBARK","PEMBROKE ROAD ",4023,145.328374,-37.7920803
null,"29 Dec 2011","Address",null,"PR-00001328","VIC",3084,null,"Austin Health","HEIDELBERG","STUDLEY ROAD ",4040,145.0592017,-37.7580322
null,"29 Dec 2011","Address",null,"PR-00001409","VIC",3101,null,"Carey Baptist Grammar School Ltd","KEW","349 BARKERS ROAD ",4042,145.047886,-37.814486
null,"29 Dec 2011","Address",null,"PR-00002629","VIC",3767,null,"Mount Dandenong Primary School","MOUNT DANDENONG","FARNDONS ROAD ",4048,145.3630546,-37.8293062
null,"29 Dec 2011","Address",null,"PR-00002979","VIC",3083,null,"Bundoora Primary School","BUNDOORA","BALMORAL AVE ",4049,145.0639747,-37.7070882
null,"29 Dec 2011","Address",null,"PR-00001483","VIC",3936,null,"Dromana Preschool Inc","DROMANA","65 PIER STREET ",4055,144.9702332,-38.3359735
null,"29 Dec 2011","Address",null,"PR-00002953","VIC",3796,null,"Birmingham Primary School Council","MOUNT EVELYN","FRANCIS CRESCENT ",4057,145.3673602,-37.7778025
null,"29 Dec 2011","Address",null,"PR-00002877","VIC",3138,null,"Manchester Primary School","MOOROOLBARK","MONOMEITH STREET ",4059,145.3078769,-37.7730618
null,"29 Dec 2011","Address",null,"PR-00001519","VIC",3186,null,"Firbank Grammar School","BRIGHTON","51 OUTER CRESCENT ",4060,144.9950313,-37.9064535
null,"24 Jan 2013","Address","Genazzano FCJ College","PR-40000299","VIC",3101,null,"GENAZZANO F.C.J. COLLEGE LIMITED","KEW","301 COTHAM RD ",4068,145.0560149,-37.8087291
null,"29 Dec 2011","Address",null,"PR-00002821","VIC",3133,null,"Weeden Heights Primary School","VERMONT SOUTH","WEEDEN DRIVE ",4069,145.1802776,-37.8598564
null,"29 Dec 2011","Address",null,"PR-00002720","VIC",3018,null,"Seaholme Primary School","ALTONA","Seaholme Primary School",4075,144.8403946,-37.8646752
null,"22 Jun 2016","Address",null,"PR-40005698","VIC",3806,null,"Thi Tuong Vy Nguyen","BERWICK","13 ESCOTT GR ",4078,145.34016,-38.047086
null,"29 Dec 2011","Address",null,"PR-00001994","VIC",3936,null,"Kangerong Pty Ltd","DROMANA","Kangerong  ",4084,144.9723769,-38.3334759
null,"29 Dec 2011","Address",null,"PR-00001325","VIC",3049,null,"Attwood Child Care Centre and Kindergarten Assoc Inc","ATTWOOD","475-485 MICKLEHAM ROAD ",4092,144.8831326,-37.6637064
null,"12 May 2016","Address","St. Peters School","PR-40007372","VIC",3168,null,"ST PETERS SCHOOL CLAYTON","CLAYTON","THE PRIPAL ST. PETERS SCHOOL 16 MARY STREET",4099,145.1231744,-37.9230824
null,"29 Dec 2011","Address",null,"PR-00002746","VIC",3079,null,"Ivanhoe East Primary School Council","IVANHOE EAST","WARNCLIFFE ROAD ",4109,145.059551,-37.7756499
null,"14 Aug 2013","Address","Aussom Stars Family Day Care","PR-40000446","VIC",3030,null,"AUSSOM STARS FAMILY DAY CARE PTY LTD","POINT COOK","U 20  22-30 WALLACE AVENUE ",4111,144.7458348,-37.8722775
null,"17 Jan 2013","Address","Smart Start Family Day Care","PR-40000054","VIC",3030,null,"SMART START FAMILY DAY CARE PTY. LTD.","POINT COOK","U 112  22-30 WALLACE AVE ",4113,144.7458348,-37.8722775
null,"02 Mar 2015","Address",null,"PR-40003384","VIC",3006,null,"Jumbo South Wharf Pty Ltd The Trustee for Jumbo South Wharf Unit Trust","SOUTH WHARF","20 CONVENTION CENTRE PL",4114,144.9499302,-37.8251654
null,"08 May 2015","Address","Craig Family Centre Inc","PR-40003600","VIC",3147,null,"Craig Family Centre Inc.","ASHBURTON","7 SAMARINDA AVE ",4120,145.0839285,-37.8668189
null,"29 Dec 2011","Address",null,"PR-00001867","VIC",3071,null,"The Merri Community Child Care Centre Inc","THORNBURY","313 ST GEORGES ROAD ",4122,144.9932417,-37.7602025
null,"29 Apr 2014","Address","Globe Talent Family Day Care","PR-40001446","VIC",3056,null,"Globe Talent Family Day Care Pty Ltd","BRUNSWICK","U 15  5 EVANS ST ",4126,144.9654437,-37.7697569
null,"29 Dec 2011","Address",null,"PR-00002266","VIC",3052,null,"The Royal Children's Hospital","PARKVILLE","ROYAL CHILDRENS HOSPITAL 50 FLEMINGTON RD",4135,144.9493056,-37.7934909
null,"12 Apr 2012","Address",null,"PR-00002521","VIC",3019,null,"Haange Family Day Care Pty Ltd","BRAYBROOK","19 LACY ST ",4137,144.860242,-37.7797179
null,"29 Dec 2011","Address",null,"PR-00002998","VIC",3134,null,"Our Lady's Catholic Church Ringwood","RINGWOOD","2 WILANA ST ",4138,145.23279,-37.8166126
null,"12 Jul 2013","Address","IGNITE MINDS PTY. LTD.","PR-40000664","VIC",3067,null,"IGNITE MINDS PTY. LTD.","ABBOTSFORD","1-3 ST HELIERS ST CONVENT BUILDING C1.28",4140,145.0028995,-37.8024646
null,"29 Dec 2011","Address",null,"PR-00002779","VIC",3155,null,"Boronia Heights Primary School","BORONIA","LANDSCAPE DRIVE ",4142,145.292449,-37.8447842
null,"29 Dec 2011","Address",null,"PR-00002360","VIC",3810,null,"Beaconhills Christian College Ltd","PAKENHAM","30 - 34 TOOMUC VALLEY ROAD ",4149,145.466492,-38.06161
null,"25 May 2017","Address","Sherpa Kids Victoria","PR-40010300","VIC",3978,null,"Creative Learners Pty Ltd","CLYDE NORTH","12 CALIBRE CIRCUIT ",4152,145.3699715,-38.0790573
null,"29 Dec 2011","Address",null,"PR-00002331","VIC",3752,null,"Young Mens Christian Association Whittlesea Inc","SOUTH MORANG","25  797 PLENTY RD ",4160,145.0853713,-37.6518496
null,"29 Dec 2011","Address",null,"PR-00002879","VIC",3113,null,"Anderson's Creek Primary School Council","WARRANDYTE","DRYSDALE ROAD ",4162,145.2052491,-37.7484114
null,"02 Dec 2016","Address","Inspira Kids Early Learning Centre","PR-40009070","VIC",3043,null,"Inspira Kids Early Learning Centre Shepparton PTY. LTD.","GLADSTONE PARK","8-34 GLADSTONE PARK DR ",4164,144.8849542,-37.6882138
null,"29 Dec 2011","Address",null,"PR-00002984","VIC",3134,null,"Mullum Primary School - School Council","RINGWOOD","PANFIELD AVE ",4165,145.2409438,-37.7987006
null,"29 Dec 2011","Address",null,"PR-00002238","VIC",3075,null,"Vasey Park Preschool Inc","LALOR","15 VASEY AVE ",4168,145.0221099,-37.6702768
null,"29 Dec 2011","Address",null,"PR-00001450","VIC",3121,null,"Dame Nellie Melba Kindergarten Inc","RICHMOND","18 GOODWOOD STREET ",4171,144.9947581,-37.8197558
null,"14 Aug 2015","Address","FTG Family day care","PR-40002320","VIC",3019,null,"Fesseha Tesfamichael Gezehagn","BRAYBROOK","67 ASHLEY ST ",4172,144.8615062,-37.7936571
null,"29 Dec 2011","Address",null,"PR-00002534","VIC",3019,null,"Shifa Family Day Care Pty Ltd","BRAYBROOK","OFFICE D4 67 ASHLEY STREET ",4173,144.8615062,-37.7936571
null,"29 Dec 2011","Address",null,"PR-00002305","VIC",3141,null,"Melbourne Girls Grammar - an Anglican School","SOUTH YARRA","86 ANDERSON STREET ",4183,144.9850293,-37.8309032
null,"29 Dec 2011","Address",null,"PR-00001937","VIC",3105,null,"Yarraleen Preschool Inc","BULLEEN","92 ROCKLEA ROAD ",4187,145.0886873,-37.7708779
null,"29 Dec 2011","Address",null,"PR-00003010","VIC",3088,null,"Apollo Parkways P.S","GREENSBOROUGH","CIVIC DRIVE ",4205,145.1092707,-37.6883055
null,"29 Dec 2011","Address",null,"PR-00002601","VIC",3175,null,"St Gerard's Parish","DANDENONG","St Gerard's Parish",4206,145.2050114,-37.9713629
null,"10 Jul 2014","Address","FUN START","PR-40001038","VIC",3023,null,"FUN START PTY. LTD.","BURNSIDE","11 CARINYA BVD ",4210,144.752604,-37.751195
null,"29 Dec 2011","Address",null,"PR-00001752","VIC",3125,null,"Presbyterian Ladies College","BURWOOD","141 BURWOOD HIGHWAY ",4212,145.1071253,-37.8489456
null,"29 Dec 2011","Address",null,"PR-00002074","VIC",3171,null,"Minaret College Inc","SPRINGVALE","36-38 LEWIS STREET ",4214,145.1481643,-37.9383932
null,"29 Dec 2011","Address",null,"PR-00002288","VIC",3192,null,"N and MJ Chamberlain Pty Ltd","CHELTENHAM","99A TULIP STREET ",4216,145.0334475,-37.9626741
null,"29 Dec 2011","Address",null,"PR-00002463","VIC",3192,null,"Nimjem Pty Ltd as Trustee for The Chamberlain Family Trust","CHELTENHAM","99A TULIP STREET ",4217,145.0334475,-37.9626741
null,"29 Dec 2011","Address",null,"PR-00001912","VIC",3122,null,"West Hawthorn Preschool Inc","HAWTHORN","39 BROOK STREET ",4227,145.0214964,-37.8153872
null,"29 Aug 2016","Address",null,"PR-40007883","VIC",3207,null,"TLC (Vic) Pty Ltd","PORT MELBOURNE","U 29  3 SEISMAN PL ",4239,144.9455615,-37.8416623
null,"29 Dec 2011","Address",null,"PR-00001895","VIC",3930,null,"Walkers Road Preschool Inc","MOUNT ELIZA","Walkers Road Preschool ",4241,145.103693,-38.188799
null,"29 Dec 2011","Address",null,"PR-00001441","VIC",3028,null,"Cooraminta Children's Centre Inc","ALTONA MEADOWS","2 SKEHAN BOULEVARD ",4248,144.7682731,-37.873029
null,"29 Dec 2011","Address",null,"PR-00001981","VIC",3046,null,"Belle Vue Park Kindergarten Inc","GLENROY","MORELL STREET C/- BELLE VUE PARK PRIMARY SCHOOL ",4250,144.9426261,-37.7007933
null,"19 Mar 2013","Address","Hoodo & Nasro Family Day Care","PR-40000448","VIC",3011,null,"HOODO & NASRO FAMILY DAY CARE PTY LTD","FOOTSCRAY","1/15 MOORE STREETT ",4253,144.9042502,-37.7963834
null,"29 Dec 2011","Address",null,"PR-00001562","VIC",3174,null,"Harrisfield Kindergarten Inc","NOBLE PARK","62 BOWMORE ROAD ",4258,145.1772152,-37.9535841
null,"29 Dec 2011","Address",null,"PR-00002127","VIC",3139,null,"Wandin Pre School Inc.","WANDIN NORTH","Wandin Pre School .",4259,145.427375,-37.781255
null,"29 Dec 2011","Address",null,"PR-00002196","VIC",3128,null,"St Peter's Anglican Kindergarten Box Hill Inc","BOX HILL","33 BANK STREET ",4270,145.1272397,-37.8197212
null,"29 Dec 2011","Address",null,"PR-00002111","VIC",3129,null,"Box Hill North Primary School Council","BOX HILL NORTH","ELIZABETH STREET ",4274,145.1236929,-37.7997662
null,"29 Dec 2011","Address",null,"PR-00002793","VIC",3161,null,"St Aloysius After School Care Program","CAULFIELD NORTH","CROMWELL STREET ",4282,145.0258288,-37.8742402
null,"22 Mar 2012","Address","Doveton College Early Learning Centre","PR-00006473","VIC",3177,null,"Doveton College","DOVETON","62 TRISTANIA ST ",4285,145.2427829,-37.990569
null,"29 Dec 2011","Address",null,"PR-00001969","VIC",3072,null,"Simgar Pty Ltd ATF the Evans Family Trust","PRESTON","24 SHEILA ST ",4287,145.0251833,-37.7383034
null,"29 Dec 2011","Address",null,"PR-00001554","VIC",3088,null,"Greenhills Preschool Inc","GREENSBOROUGH","YANDELL RESERVE COMMUNITY DRIVE ",4288,145.1136581,-37.6990315
null,"29 Dec 2011","Address",null,"PR-00001474","VIC",3088,null,"Diamond Hills Preschool Inc","GREENSBOROUGH","Diamond Hills Preschool ",4291,145.1138724,-37.6870056
null,"29 Dec 2011","Address",null,"PR-00002210","VIC",3153,null,"BELGRAVIA HEALTH & LEISURE GROUP PTY LTD ATF BELGRAVIA LEISURE UNIT TRUST","BAYSWATER","20 LONGSTAFF RD ",4298,145.2847962,-37.8346322
null,"29 Dec 2011","Address",null,"PR-00001789","VIC",3941,null,"Rye Preschool Inc","RYE","25 NELSON STREET ",4310,144.8207462,-38.3713241
null,"29 Dec 2011","Address",null,"PR-00002622","VIC",3802,null,"St Paul Apostle South School","ENDEAVOUR HILLS","9 WILLIAM HOVELL DVE ",4311,145.2578703,-37.9810803
null,"29 Dec 2011","Address",null,"PR-00001472","VIC",3089,null,"Diamond Creek East Pre-school Association Inc","DIAMOND CREEK","CONISTON STREET ",4312,145.1619319,-37.6772765
null,"29 Dec 2011","Address",null,"PR-00002856","VIC",3178,null,"Park Ridge Primary School Council","ROWVILLE","WENTWORTH AVENUE ",4318,145.2626885,-37.9194628
null,"29 Dec 2011","Address",null,"PR-00002626","VIC",3793,null,"St Paul's Catholic Primary School","MONBULK","59 MOORES RD ",4319,145.4113555,-37.8680074
null,"29 Dec 2011","Address",null,"PR-00001679","VIC",3168,null,"Monash Children's Centre (Clayton) Co-op Ltd","CLAYTON","62-64 BEDDOE AVENUE ",4323,145.127885,-37.91262
null,"29 Dec 2011","Address",null,"PR-00001812","VIC",3931,null,"South Mornington Preschool Association Inc","MORNINGTON","1 DOWNWARD STREET ",4327,145.0348906,-38.2310133
null,"29 Dec 2011","Address",null,"PR-00002860","VIC",3791,null,"Kallista Primary School","KALLISTA","72 MONBULK RD ",4332,145.3695654,-37.8856786
null,"29 Dec 2011","Address",null,"PR-00002124","VIC",3101,null,"Methodist Ladies College","KEW","207 BARKERS ROAD ",4336,145.0386577,-37.8139714
null,"29 Dec 2011","Address",null,"PR-00002081","VIC",3146,null,"Korowa Anglican Girls School Ltd","GLEN IRIS","RANFURLIE CRESCENT ",4345,145.0539775,-37.8608439
null,"01 Jan 2012","Address",null,"PR-00006534","VIC",3021,null,"Rumia Ramadan Abbas","ST ALBANS","6/11 EAST ESPLANADE STREET ",4349,144.7993276,-37.7435285
null,"29 Dec 2011","Address",null,"PR-00002775","VIC",3178,null,"Heany Park Primary School School Council","ROWVILLE","BUCKINGHAM DRIVE ",4355,145.2392603,-37.9330518
null,"29 Dec 2011","Address",null,"PR-00002826","VIC",3057,null,"Brunswick East Primary School Council","BRUNSWICK EAST","195A STEWART STREET ",4362,144.978739,-37.765119
null,"29 Dec 2011","Address",null,"PR-00002900","VIC",3180,null,"Carrington Primary School Council","KNOXFIELD","LAURA ROAD ",4373,145.2439356,-37.8915195
null,"29 Dec 2011","Address",null,"PR-00001512","VIC",3192,null,"Evesham Road Preschool Association Inc","CHELTENHAM","75 EVESHAM ROAD ",4382,145.0681367,-37.970188
null,"29 Dec 2011","Address",null,"PR-00002625","VIC",3021,null,"Sacred Heart School OSHC","ST ALBANS","WINIFRED STREET ",4383,144.7985473,-37.7380877
null,"24 Dec 2012","Address","Sunshine Family Day Care","PR-00007804","VIC",3048,null,"Sunshine Family Day Care Pty Ltd","COOLAROO","2/22-36 RESERVOIR DRIVE ",4385,144.9319393,-37.6432521
null,"29 Dec 2011","Address",null,"PR-00002839","VIC",3149,null,"Mount Waverley North Primary School","MOUNT WAVERLEY","MARCUS AVENUE ",4387,145.1427849,-37.8682993
null,"29 Dec 2011","Address",null,"PR-00002744","VIC",3113,null,"Warrandyte Primary School","WARRANDYTE","FORBES STREET ",4393,145.2135767,-37.7424762
null,"23 Feb 2017","Address","Warrandyte Primary School","PR-40009405","VIC",3113,null,"Warrandyte Primary School Council","WARRANDYTE","FORBES STREET ",4394,145.2135767,-37.7424762
null,"24 Feb 2012","Address","Laurimar Primary School","PR-00006489","VIC",3754,null,"Laurimar Primary School","DOREEN","ARMIDALE ROAD ",4395,145.1273377,-37.5860885
null,"29 Dec 2011","Address",null,"PR-00002558","VIC",3977,null,"Cranbourne-Carlisle Primary School","CRANBOURNE","CRANBOURNE CARLISLE PRIMARY SC 15 SILKY OAK DR",4399,145.2891239,-38.0870379
null,"29 Dec 2011","Address",null,"PR-00001825","VIC",3187,null,"St Leonard's College","BRIGHTON EAST","163 SOUTH ROAD ",4408,145.0074412,-37.9285238
null,"29 Dec 2011","Address",null,"PR-00001469","VIC",3087,null,"Delta Road Preschool Association Inc","WATSONIA","15 DELTA ROAD ",4419,145.0911871,-37.7170478
null,"28 Aug 2015","Address","Koolkids Preston","PR-40003394","VIC",3124,null,"GEMELA PTY. LTD.","CAMBERWELL","U 616  793 BURKE ROAD ",4425,145.0571315,-37.8291276
null,"29 Dec 2011","Address",null,"PR-00001385","VIC",3186,null,"Brighton Grammar School","BRIGHTON","90 OUTER CRESCENT ",4429,144.9937589,-37.9081502
null,"28 May 2013","Address","Mulberry Early Learning Centre","PR-40000421","VIC",3037,null,"Mulberry Early Learning Centre Australia Pty Ltd","SYDENHAM","17A OVERTON LEA BVD ",4435,144.7670415,-37.6951214
